LSOA_Code,LSOA_Name,LADcode,Local_authority_name,pop_2001,pop_2011,Median_House_Prices_2001,Median_House_Prices_2011,All_cat_qual_2001,Level_4_qualifications_and_above_2001,All_cat_qual_2011,Level_4_qualifications_and_above_2011,All_categories_NS_SeC_2001,X1_Higher_managerial_administrative_and_professional_occupations_2001,All_categories_NS_SeC_2011,X1_Higher_managerial_administrative_and_professional_occupations_2011,Median_income_2001,Median_income_2011
E01001446,Enfield001B,E09000010,Enfield,1562,1817,87250,134000,1142,169,1374,277,1144,76,1291,77,24620,31070
E01001447,Enfield003C,E09000010,Enfield,1767,1936,110500,165000,1269,147,1474,297,1269,47,1373,46,22110,29030
E01001448,Enfield003D,E09000010,Enfield,1726,1831,110000,224000,1214,148,1354,313,1216,56,1292,72,23170,30840
E01001449,Enfield003E,E09000010,Enfield,1463,1635,110000,213000,997,120,1161,238,996,54,1108,55,23450,31470
E01001450,Enfield015C,E09000010,Enfield,1407,1878,125000,210000,1043,295,1575,541,1039,129,1403,191,29510,38130
E01001451,Enfield017A,E09000010,Enfield,1497,1641,144000,427500,1113,305,1349,471,1118,141,1148,167,32220,45110
E01001452,Enfield017B,E09000010,Enfield,1344,1356,249500,556000,979,286,1093,439,978,140,997,181,35450,49500
E01001453,Enfield017C,E09000010,Enfield,1532,1677,290000,305000,1083,367,1376,558,1080,187,1200,230,35070,46510
E01001454,Enfield017D,E09000010,Enfield,1521,1633,157500,270000,1106,354,1318,564,1106,155,1125,205,32490,47120
E01001455,Enfield021F,E09000010,Enfield,1494,1491,165000,350000,1097,273,1253,425,1095,132,1143,143,31730,43110
E01001456,Enfield022A,E09000010,Enfield,1367,1400,266000,525000,1023,327,1082,495,1023,159,997,192,36050,50470
E01001457,Enfield010A,E09000010,Enfield,1443,1633,107000,232500,1112,392,1425,599,1112,206,1209,238,32110,43770
E01001458,Enfield037A,E09000010,Enfield,1510,1745,77000,180000,1043,175,1287,244,1045,44,1252,40,19860,26550
E01001459,Enfield024A,E09000010,Enfield,1604,1675,118000,249998,1115,212,1280,308,1113,58,1208,55,24480,32770
E01001460,Enfield024B,E09000010,Enfield,1540,1711,79000,176500,1176,225,1222,262,1175,71,1164,64,22660,29600
E01001461,Enfield027D,E09000010,Enfield,1538,1716,80000,154500,1121,205,1273,260,1120,50,1204,52,20410,28010
E01001462,Enfield024C,E09000010,Enfield,1263,1339,72000,147000,933,178,1021,240,932,77,979,71,23460,30350
E01001463,Enfield031A,E09000010,Enfield,1414,1573,110000,212500,1025,176,1218,251,1026,71,1136,56,24380,32270
E01001464,Enfield027E,E09000010,Enfield,1221,1330,123000,232200,842,105,1004,168,848,40,926,36,21130,28770
E01001465,Enfield031B,E09000010,Enfield,1385,1505,138000,250000,1011,163,1186,269,1012,67,1101,78,24320,32460
E01001466,Enfield031C,E09000010,Enfield,1474,1795,106000,202500,1059,236,1271,273,1060,59,1221,50,23910,30800
E01001467,Enfield031D,E09000010,Enfield,1536,1874,110000,219000,1107,183,1367,324,1109,54,1314,59,23560,32140
E01001468,Enfield010B,E09000010,Enfield,1432,1339,229500,378000,1036,347,1127,388,1032,147,995,161,31600,43260
E01001469,Enfield008A,E09000010,Enfield,1513,1645,124950,249975,1099,257,1305,408,1100,116,1186,162,28640,39810
E01001470,Enfield013B,E09000010,Enfield,1536,1598,193250,382475,1108,255,1309,411,1106,97,1126,134,31370,43490
E01001471,Enfield010C,E09000010,Enfield,1625,1737,101250,202500,1257,397,1521,551,1256,198,1333,218,30400,41580
E01001472,Enfield010D,E09000010,Enfield,1518,1682,130000,267500,1137,353,1412,521,1140,167,1253,187,30700,41140
E01001473,Enfield013C,E09000010,Enfield,1362,1534,170000,367500,952,192,1216,338,949,89,1099,95,29860,40810
E01001474,Enfield010E,E09000010,Enfield,1596,1767,179000,284000,1232,396,1537,645,1233,216,1377,307,32860,45130
E01001475,Enfield013D,E09000010,Enfield,1723,1704,241500,410000,1252,346,1380,536,1250,154,1218,201,32530,45220
E01001476,Enfield018A,E09000010,Enfield,1526,1666,90750,217500,1093,180,1271,274,1092,62,1173,59,23290,31940
E01001477,Enfield018B,E09000010,Enfield,1541,1850,110500,224000,1027,119,1330,263,1027,39,1254,49,22250,30410
E01001478,Enfield016B,E09000010,Enfield,1463,1538,125500,249950,1015,138,1189,252,1016,54,1103,64,24600,34150
E01001479,Enfield023A,E09000010,Enfield,1494,1730,95000,215000,1037,183,1311,280,1035,48,1188,58,22780,31190
E01001480,Enfield024D,E09000010,Enfield,1361,1549,65000,221000,974,168,1220,283,977,74,1133,72,24150,32850
E01001481,Enfield018C,E09000010,Enfield,1442,1647,125000,217500,1035,156,1284,247,1036,45,1172,46,23760,31890
E01001482,Enfield023B,E09000010,Enfield,1663,1854,64000,210000,1215,170,1374,268,1217,64,1296,56,22080,29580
E01001483,Enfield025A,E09000010,Enfield,1253,1150,58250,199995,941,145,908,176,941,41,871,44,20360,27290
E01001484,Enfield016C,E09000010,Enfield,1309,1371,115000,230000,948,132,1052,240,946,43,931,66,24300,33690
E01001485,Enfield025B,E09000010,Enfield,1612,1815,94500,175250,1139,198,1319,266,1140,44,1229,48,21660,28460
E01001486,Enfield025C,E09000010,Enfield,1477,2106,105500,168500,1024,173,1520,272,1025,55,1434,56,21130,27100
E01001487,Enfield023C,E09000010,Enfield,1530,1949,110000,214000,1108,211,1399,280,1105,60,1309,56,22490,28890
E01001488,Enfield024E,E09000010,Enfield,1699,1883,110475,205000,1204,226,1364,299,1201,78,1292,78,24070,31940
E01001489,Enfield023D,E09000010,Enfield,1543,1803,112500,196000,1126,185,1330,263,1120,58,1249,65,22140,30320
E01001491,Enfield023E,E09000010,Enfield,1595,1976,94995,190000,1104,200,1452,303,1104,65,1378,75,21950,29970
E01001492,Enfield025E,E09000010,Enfield,1616,1930,101000,225000,1143,217,1449,314,1145,56,1354,90,22670,29860
E01001493,Enfield026B,E09000010,Enfield,1522,1773,130000,300000,1147,243,1427,404,1146,83,1314,106,26130,34970
E01001494,Enfield026C,E09000010,Enfield,1444,1520,179000,340000,1077,228,1225,328,1076,71,1130,88,27850,36920
E01001495,Enfield029A,E09000010,Enfield,1442,1715,133000,246250,1166,465,1442,659,1164,169,1372,194,30500,40090
E01001496,Enfield026D,E09000010,Enfield,1554,1705,171000,416000,1136,296,1378,433,1138,107,1267,124,29680,39460
E01001497,Enfield031E,E09000010,Enfield,1354,1476,148400,270000,998,197,1148,302,1004,68,1059,81,26420,35830
E01001498,Enfield029B,E09000010,Enfield,1488,1946,135000,350000,1146,428,1602,644,1143,117,1518,182,29380,39360
E01001499,Enfield031F,E09000010,Enfield,1503,1650,156000,323250,1110,236,1348,370,1117,71,1218,102,26700,36400
E01001500,Enfield035D,E09000010,Enfield,1322,1527,150000,315000,1028,321,1217,392,1027,103,1127,139,28590,38270
E01001501,Enfield036E,E09000010,Enfield,1568,1850,95000,235000,1207,437,1518,592,1208,157,1411,165,27840,37030
E01001502,Enfield018D,E09000010,Enfield,1626,1872,122000,207500,1210,174,1453,272,1207,49,1388,62,22880,30440
E01001503,Enfield018E,E09000010,Enfield,1502,1844,113000,223500,1051,189,1386,287,1047,52,1289,63,24040,31040
E01001504,Enfield012B,E09000010,Enfield,1283,1549,84000,237500,904,130,1162,200,906,55,1084,59,23300,30880
E01001505,Enfield012C,E09000010,Enfield,1355,1727,104000,227000,972,128,1300,277,978,50,1241,67,22730,30090
E01001506,Enfield014B,E09000010,Enfield,1432,1635,95000,214995,1016,154,1150,246,1017,44,1113,42,21540,29010
E01001507,Enfield012D,E09000010,Enfield,1458,1870,66500,172500,1104,210,1416,317,1108,54,1336,67,21610,28000
E01001508,Enfield012E,E09000010,Enfield,1361,1933,97000,196000,955,186,1461,410,954,52,1396,68,23720,30150
E01001509,Enfield014C,E09000010,Enfield,1425,1738,63725,175500,1093,213,1298,263,1093,53,1236,52,22250,28160
E01001510,Enfield014D,E09000010,Enfield,1535,1496,57750,143500,1183,158,981,160,1181,26,960,25,18400,25900
E01001511,Enfield016D,E09000010,Enfield,1602,1751,127500,246750,1177,244,1304,365,1180,102,1227,111,26750,36410
E01001512,Enfield015D,E09000010,Enfield,1629,1780,109750,250000,1220,307,1390,455,1223,138,1275,144,27510,35770
E01001513,Enfield012F,E09000010,Enfield,1484,1770,129950,220000,1027,149,1305,271,1031,68,1208,67,23940,31600
E01001514,Enfield016E,E09000010,Enfield,1598,1768,115000,220000,1142,268,1373,414,1139,107,1317,124,26760,36570
E01001515,Enfield015E,E09000010,Enfield,1587,1946,115000,238000,1112,160,1398,337,1111,61,1350,78,23670,30450
E01001516,Enfield005D,E09000010,Enfield,1553,1834,115000,229950,1135,139,1369,255,1139,49,1286,62,23990,32050
E01001517,Enfield006C,E09000010,Enfield,1502,1890,73600,151500,1018,98,1332,204,1016,32,1271,37,20680,26650
E01001518,Enfield016F,E09000010,Enfield,1511,1767,139998,250000,1127,297,1411,466,1130,127,1330,152,26700,37650
E01001519,Enfield020D,E09000010,Enfield,1520,2496,114250,224750,1239,566,2086,961,1238,232,1941,305,30730,38790
E01001520,Enfield019A,E09000010,Enfield,1519,1680,160000,275000,1133,362,1361,538,1133,145,1258,201,29390,40260
E01001521,Enfield028A,E09000010,Enfield,1433,1777,208000,470000,1020,365,1455,689,1021,165,1311,244,32910,45470
E01001522,Enfield019B,E09000010,Enfield,1497,1805,141750,267500,1081,387,1387,595,1077,222,1278,228,32340,41270
E01001523,Enfield019C,E09000010,Enfield,1668,1739,179950,325000,1164,364,1419,549,1160,154,1215,204,30800,41950
E01001524,Enfield019D,E09000010,Enfield,1467,1531,215000,440000,1028,315,1218,416,1027,99,1124,136,29560,40500
E01001525,Enfield020E,E09000010,Enfield,1491,1807,154750,306700,1115,395,1484,574,1116,154,1352,187,29860,39740
E01001526,Enfield019E,E09000010,Enfield,1508,1619,225000,229950,1095,367,1321,511,1098,153,1165,167,31790,42540
E01001527,Enfield036F,E09000010,Enfield,1507,1563,189750,307500,1130,379,1316,529,1129,134,1191,183,29850,41410
E01001528,Enfield032B,E09000010,Enfield,1453,1445,95000,204000,1042,194,1129,273,1041,59,1085,67,23830,32790
E01001529,Enfield032C,E09000010,Enfield,1336,1546,111500,203000,1031,330,1270,371,1033,95,1166,99,26080,33450
E01001530,Enfield032D,E09000010,Enfield,1213,1290,164000,270000,926,295,1058,427,928,91,968,110,28240,38880
E01001531,Enfield028B,E09000010,Enfield,1366,1498,284250,625000,976,396,1215,608,976,196,1113,240,35050,48970
E01001532,Enfield028C,E09000010,Enfield,1596,1764,190000,290000,1166,517,1445,762,1163,208,1340,298,33290,47650
E01001533,Enfield028D,E09000010,Enfield,1525,1568,295000,482000,1102,346,1285,560,1099,142,1101,219,34150,47590
E01001534,Enfield032E,E09000010,Enfield,1477,1631,202500,402500,1129,345,1348,537,1127,151,1224,180,30090,41530
E01001535,Enfield028E,E09000010,Enfield,1424,1482,204000,377500,1093,311,1224,454,1092,144,1091,150,31510,44910
E01001536,Enfield008B,E09000010,Enfield,1615,1717,207000,372500,1166,365,1425,586,1169,164,1280,197,31070,42590
E01001537,Enfield005E,E09000010,Enfield,1517,1754,114000,202500,1069,234,1369,415,1067,93,1225,130,28270,39210
E01001538,Enfield009A,E09000010,Enfield,1689,1660,169998,290000,1235,231,1307,349,1235,95,1221,130,30730,42210
E01001539,Enfield009B,E09000010,Enfield,1563,1668,148000,250000,1143,196,1330,393,1144,111,1216,136,30120,41310
E01001540,Enfield008C,E09000010,Enfield,1415,1763,116000,217500,1031,297,1443,574,1032,131,1328,183,30140,40740
E01001541,Enfield008D,E09000010,Enfield,1497,1504,147000,303000,1105,311,1177,481,1100,151,1104,184,31260,43200
E01001542,Enfield008E,E09000010,Enfield,1434,1571,98000,205000,979,220,1225,367,977,89,1102,85,27310,37370
E01001543,Enfield009C,E09000010,Enfield,1639,1672,179000,320000,1174,202,1307,339,1171,109,1176,157,30750,42250
E01001544,Enfield009D,E09000010,Enfield,1559,1597,203500,344500,1143,230,1316,426,1148,124,1144,152,31000,42440
E01001545,Enfield002B,E09000010,Enfield,1519,1843,66500,224000,1011,98,1312,193,1007,46,1233,50,21030,27490
E01001546,Enfield001C,E09000010,Enfield,1739,1783,110000,235000,1252,118,1348,244,1250,54,1263,76,23540,31840
E01001547,Enfield002C,E09000010,Enfield,1557,1758,125000,250000,1124,144,1360,270,1122,62,1255,81,24080,30270
E01001548,Enfield002D,E09000010,Enfield,1486,1819,114000,223100,1080,107,1338,266,1076,55,1264,78,23120,30350
E01001549,Enfield006D,E09000010,Enfield,1703,1975,68000,150000,1221,163,1374,235,1215,52,1317,60,21470,26150
E01001550,Enfield006E,E09000010,Enfield,1482,1661,134995,215000,1021,117,1200,207,1021,66,1147,64,23710,29910
E01001551,Enfield002E,E09000010,Enfield,1492,1733,115000,240000,1018,101,1344,223,1014,38,1177,66,22190,28990
E01001552,Enfield001D,E09000010,Enfield,1766,1805,119498,245000,1226,130,1433,278,1223,59,1266,95,24550,33280
E01001553,Enfield037B,E09000010,Enfield,1420,1597,108500,216000,924,162,1146,204,919,43,1098,46,20940,27550
E01001554,Enfield037C,E09000010,Enfield,1478,1791,62000,148000,969,152,1323,241,970,34,1242,30,19050,25700
E01001555,Enfield033C,E09000010,Enfield,1530,1783,95000,215500,1079,204,1343,284,1083,67,1273,42,22020,29820
E01001556,Enfield035E,E09000010,Enfield,1494,1579,160000,247250,1091,195,1259,320,1089,81,1155,77,25130,33240
E01001557,Enfield033D,E09000010,Enfield,1378,1586,109500,218000,976,131,1146,256,976,33,1096,61,21220,31240
E01001558,Enfield033E,E09000010,Enfield,1291,1613,95000,222000,857,123,1112,233,855,41,1059,37,20130,28570
E01001559,Enfield033F,E09000010,Enfield,1486,2051,103500,205000,1037,166,1543,346,1037,51,1444,62,21530,29830
E01001560,Enfield035F,E09000010,Enfield,1441,1599,129000,248000,1022,160,1242,271,1025,62,1164,71,23400,31500
E01001562,Enfield037D,E09000010,Enfield,1656,1716,50250,120000,1151,319,1294,290,1147,53,1240,52,20730,26830
E01001563,Enfield029C,E09000010,Enfield,1432,1615,165000,210000,1090,405,1329,544,1090,162,1240,190,31030,41300
E01001564,Enfield022B,E09000010,Enfield,1561,1666,160000,375000,1153,474,1326,642,1150,220,1203,248,33740,47800
E01001565,Enfield029D,E09000010,Enfield,1468,1636,138500,312000,1085,418,1352,585,1082,150,1221,189,31190,41620
E01001566,Enfield029E,E09000010,Enfield,1587,1721,162500,277500,1163,510,1431,689,1164,210,1308,253,32950,44970
E01001567,Enfield022C,E09000010,Enfield,1501,1583,250000,446250,1092,355,1276,580,1097,189,1119,244,35040,48920
E01001568,Enfield022D,E09000010,Enfield,1547,1583,331000,690000,1192,334,1299,501,1193,159,1185,194,37060,50130
E01001569,Enfield022E,E09000010,Enfield,1522,1744,155000,422500,1104,384,1460,671,1105,172,1344,260,32110,45950
E01001570,Enfield026E,E09000010,Enfield,1607,1855,174000,310000,1188,291,1461,477,1194,131,1324,149,28910,39940
E01001571,Greenwich008A,E09000011,Greenwich,1587,1639,86500,186250,1104,169,1256,325,1104,74,1195,104,23590,35220
E01001572,Greenwich008B,E09000011,Greenwich,1523,1711,90000,179000,1072,183,1281,380,1070,60,1204,87,23660,35630
E01001573,Greenwich008C,E09000011,Greenwich,1372,1505,97000,191750,964,172,1156,291,963,62,1092,54,24160,35120
E01001574,Greenwich008D,E09000011,Greenwich,1555,1769,64500,183500,1073,161,1269,277,1070,49,1191,48,20360,30190
E01001575,Greenwich003A,E09000011,Greenwich,1496,1707,83250,163500,991,128,1188,258,994,52,1097,44,20660,29660
E01001576,Greenwich003B,E09000011,Greenwich,1388,1739,78500,122250,888,107,1233,235,890,47,1097,53,20200,29920
E01001577,Greenwich003C,E09000011,Greenwich,1500,1857,84000,160500,1025,143,1320,318,1021,39,1202,57,20670,29470
E01001578,Greenwich003D,E09000011,Greenwich,1477,2131,82995,170000,1024,145,1569,422,1021,60,1498,99,21660,31950
E01001579,Greenwich003E,E09000011,Greenwich,1474,1646,86000,175000,1018,112,1215,270,1017,51,1113,39,21000,31260
E01001580,Greenwich021A,E09000011,Greenwich,1534,1642,165000,417000,1268,743,1427,955,1271,291,1379,388,33190,50110
E01001581,Greenwich016A,E09000011,Greenwich,1552,1693,167750,326000,1136,464,1456,683,1137,189,1316,268,30320,43200
E01001582,Greenwich021B,E09000011,Greenwich,1368,1475,165000,300000,975,369,1177,559,975,147,1028,213,30070,44580
E01001583,Greenwich021C,E09000011,Greenwich,1541,1603,162500,291250,1219,679,1376,844,1220,293,1262,360,32870,49080
E01001584,Greenwich021D,E09000011,Greenwich,1510,1549,215000,490000,1139,667,1304,853,1140,304,1120,364,34800,51610
E01001585,Greenwich016B,E09000011,Greenwich,1529,1532,176500,357500,1182,593,1210,690,1185,256,1136,281,34070,47270
E01001586,Greenwich016C,E09000011,Greenwich,1460,1491,129000,230000,1011,431,1241,648,1013,174,1068,204,28660,42690
E01001587,Greenwich016D,E09000011,Greenwich,1487,1890,185000,332500,1104,592,1588,963,1103,241,1484,391,33840,46470
E01001588,Greenwich012A,E09000011,Greenwich,1502,1692,119000,295000,1027,222,1360,414,1025,67,1182,104,23450,33940
E01001589,Greenwich012B,E09000011,Greenwich,1512,1604,94000,223000,1138,254,1304,434,1140,90,1241,98,23860,34440
E01001590,Greenwich014A,E09000011,Greenwich,1692,1777,100000,317500,1289,488,1445,628,1289,171,1384,214,26860,40730
E01001591,Greenwich012C,E09000011,Greenwich,1604,2040,105475,245000,1171,302,1537,449,1170,105,1446,114,23220,32290
E01001592,Greenwich014B,E09000011,Greenwich,1599,1718,99000,307125,1267,473,1388,683,1266,199,1327,227,27690,42900
E01001593,Greenwich014C,E09000011,Greenwich,1562,1638,177500,352500,1215,535,1349,717,1211,196,1254,232,29100,44540
E01001594,Greenwich014D,E09000011,Greenwich,1521,1937,100000,180000,1015,214,1408,478,1011,47,1342,118,21340,35130
E01001595,Greenwich012D,E09000011,Greenwich,1616,1979,108000,297500,1080,227,1456,380,1087,54,1335,98,23190,33790
E01001596,Greenwich032A,E09000011,Greenwich,1546,1564,167250,264250,1122,184,1290,319,1119,114,1140,140,28860,41610
E01001597,Greenwich031A,E09000011,Greenwich,1456,1560,120000,275000,1070,221,1280,375,1067,109,1157,139,27590,39000
E01001598,Greenwich031B,E09000011,Greenwich,1547,1587,154000,246250,1108,214,1345,409,1111,108,1216,140,28260,39380
E01001599,Greenwich032B,E09000011,Greenwich,1520,1701,141000,268750,1101,155,1361,290,1103,69,1232,102,26640,38460
E01001600,Greenwich032C,E09000011,Greenwich,1486,1561,94995,250000,1119,191,1292,339,1118,93,1192,138,27650,39250
E01001601,Greenwich032D,E09000011,Greenwich,1637,1561,152000,298500,1148,191,1298,320,1144,118,1116,131,28550,40700
E01001602,Greenwich031C,E09000011,Greenwich,1697,1873,115000,215000,1141,91,1455,225,1144,55,1322,72,23800,34040
E01001603,Greenwich031D,E09000011,Greenwich,1536,1655,111000,191250,1038,94,1310,207,1035,34,1159,59,22330,32790
E01001604,Greenwich027A,E09000011,Greenwich,1491,1440,167998,262500,1066,286,1170,449,1064,114,1075,162,30180,44990
E01001605,Greenwich023A,E09000011,Greenwich,1555,1584,150500,256250,1125,173,1288,318,1127,117,1174,135,29670,42910
E01001606,Greenwich023B,E09000011,Greenwich,1579,1637,140000,236500,1129,219,1293,411,1133,114,1212,167,29450,43090
E01001607,Greenwich027B,E09000011,Greenwich,1496,1474,138000,249000,1053,218,1193,349,1055,93,1082,128,28620,40910
E01001608,Greenwich027C,E09000011,Greenwich,1468,1454,247000,421500,1034,373,1186,512,1033,152,1043,200,31700,47130
E01001609,Greenwich027D,E09000011,Greenwich,1548,1602,137500,237500,1092,292,1330,464,1094,123,1152,164,28090,40630
E01001610,Greenwich023C,E09000011,Greenwich,1600,1669,119500,239950,1142,221,1366,401,1145,99,1248,142,28820,40650
E01001611,Greenwich023D,E09000011,Greenwich,1566,1659,125475,235000,1135,197,1363,333,1134,76,1188,101,26990,39040
E01001613,Greenwich028A,E09000011,Greenwich,1467,1586,98498,170000,1064,233,1337,388,1070,109,1165,131,26140,37390
E01001614,Greenwich028B,E09000011,Greenwich,1456,1409,238000,390000,1078,208,1226,316,1079,122,1065,125,29960,42710
E01001615,Greenwich028C,E09000011,Greenwich,1466,1519,95500,166250,1078,301,1294,505,1079,116,1147,152,26420,38040
E01001617,Greenwich028D,E09000011,Greenwich,1516,1574,125000,215000,1109,213,1355,346,1112,80,1164,122,26060,38500
E01001618,Greenwich030C,E09000011,Greenwich,1495,1604,152000,248000,1017,134,1252,242,1013,65,1116,99,25420,34400
E01001619,Greenwich030D,E09000011,Greenwich,1398,1880,122000,222500,1004,189,1518,440,1005,105,1403,160,27190,37590
E01001620,Greenwich025A,E09000011,Greenwich,1441,1591,108500,219000,1007,85,1218,221,1006,29,1135,58,20580,32600
E01001621,Greenwich025B,E09000011,Greenwich,1464,1491,86000,208613,1047,179,1206,313,1045,74,1126,100,22100,34680
E01001623,Greenwich025C,E09000011,Greenwich,1434,1696,129950,223000,1042,156,1328,351,1046,83,1266,132,23350,35380
E01001624,Greenwich025D,E09000011,Greenwich,1608,1551,116500,225000,1153,153,1254,267,1158,74,1156,94,23080,35680
E01001625,Greenwich025E,E09000011,Greenwich,1581,1577,92000,234000,1097,67,1259,182,1094,34,1153,45,19930,31480
